plannin_area,subzone,age_group,sex,count
bukit timah,hillcrest,55-59,m,290
bukit timah,holland road,55-59,m,330
bukit timah,leedon park,55-59,m,190
bukit timah,swiss club,55-59,m,190
bukit timah,ulu pandan,55-59,m,370
changi,changi point,55-59,m,40
changi,changi west,55-59,m,20
choa chu kang,choa chu kang central,55-59,m,860
choa chu kang,choa chu kang north,55-59,m,1340
choa chu kang,keat hong,55-59,m,680
choa chu kang,peng siang,55-59,m,1250
choa chu kang,teck whye,55-59,m,1130
choa chu kang,yew tee,55-59,m,1580
clementi,clementi central,55-59,m,440
clementi,clementi north,55-59,m,880
clementi,clementi west,55-59,m,640
clementi,clementi woods,55-59,m,550
clementi,faber,55-59,m,150
clementi,sunset way,55-59,m,210
clementi,west coast,55-59,m,170
downtown core,bugis,55-59,m,100
downtown core,cecil,55-59,m,10
downtown core,central subzone,55-59,m,20
downtown core,tanjong pagar,55-59,m,30
geylang,aljunied,55-59,m,1770
geylang,geylang east,55-59,m,1270
geylang,kampong ubi,55-59,m,620
geylang,macpherson,55-59,m,1340
hougang,hougang central,55-59,m,220
hougang,hougang east,55-59,m,940
hougang,hougang west,55-59,m,2400
hougang,kangkar,55-59,m,1080
hougang,kovan,55-59,m,1050
hougang,lorong ah soo,55-59,m,1390
hougang,tai seng,55-59,m,600
hougang,trafalgar,55-59,m,2040
jurong east,lakeside,55-59,m,30
jurong east,teban gardens,55-59,m,700
jurong east,toh guan,55-59,m,730
jurong east,yuhua east,55-59,m,1120
jurong east,yuhua west,55-59,m,870
jurong west,boon lay place,55-59,m,1140
jurong west,hong kah,55-59,m,2210
jurong west,jurong west central,55-59,m,2130
jurong west,taman jurong,55-59,m,1370
jurong west,wenya,55-59,m,210
jurong west,yunnan,55-59,m,2700
kallang,bendemeer,55-59,m,1280
kallang,boon keng,55-59,m,460
kallang,crawford,55-59,m,580
kallang,geylang bahru,55-59,m,530
kallang,kampong bugis,55-59,m,40
kallang,kampong java,55-59,m,420
kallang,lavender,55-59,m,470
kallang,tanjong rhu,55-59,m,380
mandai,mandai estate,55-59,m,70
marine parade,katong,55-59,m,330
marine parade,marine parade,55-59,m,1000
marine parade,mountbatten,55-59,m,350
museum,fort canning,55-59,m,10
newton,cairnhill,55-59,m,110
newton,goodwood park,55-59,m,30
newton,monk's hill,55-59,m,30
newton,newton circus,55-59,m,10
newton,orange grove,55-59,m,60
novena,balestier,55-59,m,1170
novena,dunearn,55-59,m,150
novena,malcolm,55-59,m,100
novena,moulmein,55-59,m,230
novena,mount pleasant,55-59,m,30
orchard,boulevard,55-59,m,20
orchard,somerset,55-59,m,10
orchard,tanglin,55-59,m,20
outram,china square,55-59,m,50
outram,chinatown,55-59,m,360
outram,pearl's hill,55-59,m,490
outram,people's park,55-59,m,20
pasir ris,flora drive,55-59,m,490
pasir ris,loyang east,55-59,m,110
pasir ris,pasir ris central,55-59,m,990
pasir ris,pasir ris drive,55-59,m,2500
pasir ris,pasir ris park,55-59,m,70
pasir ris,pasir ris west,55-59,m,1300
punggol,matilda,55-59,m,500
punggol,northshore,55-59,m,20
punggol,punggol field,55-59,m,1180
punggol,punggol town centre,55-59,m,80
punggol,waterway east,55-59,m,500
queenstown,commonwealth,55-59,m,300
queenstown,dover,55-59,m,410
queenstown,ghim moh,55-59,m,350
queenstown,holland drive,55-59,m,430
queenstown,kent ridge,55-59,m,40
queenstown,margaret drive,55-59,m,300
queenstown,mei chin,55-59,m,630
queenstown,one north,55-59,m,10
queenstown,pasir panjang 1,55-59,m,130
queenstown,pasir panjang 2,55-59,m,120
queenstown,port,55-59,m,10
queenstown,queensway,55-59,m,10
queenstown,tanglin halt,55-59,m,450
river valley,institution hill,55-59,m,80
river valley,leonie hill,55-59,m,90
river valley,one tree hill,55-59,m,90
river valley,oxley,55-59,m,40
river valley,paterson,55-59,m,10
rochor,bencoolen,55-59,m,80
rochor,farrer park,55-59,m,110
rochor,kampong glam,55-59,m,10
rochor,little india,55-59,m,180
rochor,mount emily,55-59,m,30
rochor,selegie,55-59,m,10
rochor,sungei road,55-59,m,100
rochor,victoria,55-59,m,90
seletar,seletar,55-59,m,10
sembawang,admiralty,55-59,m,430
sembawang,sembawang central,55-59,m,1010
sembawang,sembawang north,55-59,m,830
sembawang,sembawang springs,55-59,m,130
sembawang,sembawang straits,55-59,m,70
sengkang,anchorvale,55-59,m,990
sengkang,compassvale,55-59,m,350
sengkang,fernvale,55-59,m,810
sengkang,rivervale,55-59,m,2220
sengkang,sengkang town centre,55-59,m,1920
serangoon,lorong chuan,55-59,m,370
serangoon,seletar hills,55-59,m,580
serangoon,serangoon central,55-59,m,1160
serangoon,serangoon garden,55-59,m,1650
serangoon,serangoon north,55-59,m,720
serangoon,upper paya lebar,55-59,m,710
singapore river,robertson quay,55-59,m,60
southern islands,sentosa,55-59,m,60
sungei kadut,gali batu,55-59,m,10
sungei kadut,turf club,55-59,m,30
tampines,simei,55-59,m,1700
tampines,tampines east,55-59,m,5900
tampines,tampines west,55-59,m,3250
tampines,xilin,55-59,m,110
tanglin,chatsworth,55-59,m,180
tanglin,nassim,55-59,m,260
tanglin,ridout,55-59,m,50
tanglin,tyersall,55-59,m,120
toa payoh,boon teck,55-59,m,720
toa payoh,braddell,55-59,m,420
toa payoh,joo seng,55-59,m,270
toa payoh,kim keat,55-59,m,400
toa payoh,lorong 8 toa payoh,55-59,m,350
toa payoh,pei chun,55-59,m,500
toa payoh,potong pasir,55-59,m,480
toa payoh,sennett,55-59,m,180
toa payoh,toa payoh central,55-59,m,1040
toa payoh,toa payoh west,55-59,m,470
toa payoh,woodleigh,55-59,m,100
western water catchment,western water catchment,55-59,m,40
woodlands,midview,55-59,m,1200
woodlands,north coast,55-59,m,640
woodlands,woodgrove,55-59,m,1290
woodlands,woodlands east,55-59,m,3120
woodlands,woodlands south,55-59,m,1070
woodlands,woodlands west,55-59,m,1480
yishun,khatib,55-59,m,520
yishun,lower seletar,55-59,m,70
yishun,nee soon,55-59,m,20
yishun,northland,55-59,m,1360
yishun,springleaf,55-59,m,170
yishun,yishun central,55-59,m,70
yishun,yishun east,55-59,m,1670
yishun,yishun south,55-59,m,1570
yishun,yishun west,55-59,m,2420
ang mo kio,ang mo kio town centre,60-64,m,130
ang mo kio,cheng san,60-64,m,1050
ang mo kio,chong boon,60-64,m,1050
ang mo kio,kebun bahru,60-64,m,860
ang mo kio,sembawang hills,60-64,m,210
ang mo kio,shangri-la,60-64,m,660
ang mo kio,tagore,60-64,m,310
ang mo kio,townsville,60-64,m,730
ang mo kio,yio chu kang east,60-64,m,140
ang mo kio,yio chu kang west,60-64,m,910
bedok,bayshore,60-64,m,220
bedok,bedok north,60-64,m,2930
bedok,bedok reservoir,60-64,m,830
bedok,bedok south,60-64,m,1810
bedok,frankel,60-64,m,1010
bedok,kaki bukit,60-64,m,1520
bedok,kembangan,60-64,m,1480
bedok,siglap,60-64,m,210
bishan,bishan east,60-64,m,1060
bishan,marymount,60-64,m,970
bishan,upper thomson,60-64,m,1100
bukit batok,bukit batok central,60-64,m,930
bukit batok,bukit batok east,60-64,m,600
bukit batok,bukit batok south,60-64,m,460
bukit batok,bukit batok west,60-64,m,540
bukit batok,gombak,60-64,m,300
bukit batok,guilin,60-64,m,380
bukit batok,hillview,60-64,m,580
bukit batok,hong kah north,60-64,m,990
bukit merah,alexandra hill,60-64,m,580
bukit merah,alexandra north,60-64,m,10
bukit merah,bukit ho swee,60-64,m,650
bukit merah,bukit merah,60-64,m,40
bukit merah,depot road,60-64,m,120
bukit merah,everton park,60-64,m,320
bukit merah,henderson hill,60-64,m,430
bukit merah,kampong tiong bahru,60-64,m,440
bukit merah,maritime square,60-64,m,50
bukit merah,redhill,60-64,m,340
bukit merah,telok blangah drive,60-64,m,500
bukit merah,telok blangah rise,60-64,m,570
bukit merah,telok blangah way,60-64,m,420
bukit merah,tiong bahru,60-64,m,370
bukit merah,tiong bahru station,60-64,m,400
bukit panjang,bangkit,60-64,m,800
bukit panjang,dairy farm,60-64,m,170
bukit panjang,fajar,60-64,m,730
bukit panjang,jelebu,60-64,m,1080
bukit panjang,nature reserve,60-64,m,110
bukit panjang,saujana,60-64,m,680
bukit panjang,senja,60-64,m,460
bukit timah,anak bukit,60-64,m,750
bukit timah,coronation road,60-64,m,160
bukit timah,farrer court,60-64,m,110
bukit timah,hillcrest,60-64,m,200
bukit timah,holland road,60-64,m,270
bukit timah,leedon park,60-64,m,200
bukit timah,swiss club,60-64,m,170
bukit timah,ulu pandan,60-64,m,350
changi,changi point,60-64,m,40
changi,changi west,60-64,m,20
choa chu kang,choa chu kang central,60-64,m,550
choa chu kang,choa chu kang north,60-64,m,790
choa chu kang,keat hong,60-64,m,440
choa chu kang,peng siang,60-64,m,940
choa chu kang,teck whye,60-64,m,880
choa chu kang,yew tee,60-64,m,1050
clementi,clementi central,60-64,m,390
clementi,clementi north,60-64,m,890
clementi,clementi west,60-64,m,590
clementi,clementi woods,60-64,m,500
clementi,faber,60-64,m,150
clementi,sunset way,60-64,m,230
clementi,west coast,60-64,m,150
downtown core,bugis,60-64,m,90
downtown core,central subzone,60-64,m,10
downtown core,tanjong pagar,60-64,m,10
geylang,aljunied,60-64,m,1450
geylang,geylang east,60-64,m,1120
geylang,kampong ubi,60-64,m,490
geylang,macpherson,60-64,m,1030
hougang,hougang central,60-64,m,170
hougang,hougang east,60-64,m,730
hougang,hougang west,60-64,m,1840
hougang,kangkar,60-64,m,870
hougang,kovan,60-64,m,890
hougang,lorong ah soo,60-64,m,1200
hougang,tai seng,60-64,m,510
hougang,trafalgar,60-64,m,1460
jurong east,lakeside,60-64,m,40
jurong east,teban gardens,60-64,m,740
jurong east,toh guan,60-64,m,590
jurong east,yuhua east,60-64,m,1050
jurong east,yuhua west,60-64,m,810
jurong west,boon lay place,60-64,m,880
jurong west,hong kah,60-64,m,2100
jurong west,jurong west central,60-64,m,1770
jurong west,taman jurong,60-64,m,1070
jurong west,wenya,60-64,m,200
jurong west,yunnan,60-64,m,2020
kallang,bendemeer,60-64,m,1170
kallang,boon keng,60-64,m,380
kallang,crawford,60-64,m,490
kallang,geylang bahru,60-64,m,440
kallang,kampong bugis,60-64,m,40
kallang,kampong java,60-64,m,360
kallang,lavender,60-64,m,410
kallang,tanjong rhu,60-64,m,330
mandai,mandai estate,60-64,m,50
marine parade,katong,60-64,m,290
marine parade,marine parade,60-64,m,760
marine parade,mountbatten,60-64,m,300
museum,dhoby ghaut,60-64,m,10
newton,cairnhill,60-64,m,100
newton,goodwood park,60-64,m,20
newton,monk's hill,60-64,m,30
newton,newton circus,60-64,m,10
newton,orange grove,60-64,m,70
novena,balestier,60-64,m,970
novena,dunearn,60-64,m,110
novena,malcolm,60-64,m,80
novena,moulmein,60-64,m,190
novena,mount pleasant,60-64,m,30
orchard,boulevard,60-64,m,20
orchard,tanglin,60-64,m,10
outram,china square,60-64,m,80
outram,chinatown,60-64,m,310
outram,pearl's hill,60-64,m,430
outram,people's park,60-64,m,20
pasir ris,flora drive,60-64,m,390
pasir ris,loyang east,60-64,m,100
pasir ris,loyang west,60-64,m,10
pasir ris,pasir ris central,60-64,m,650
pasir ris,pasir ris drive,60-64,m,1680
pasir ris,pasir ris park,60-64,m,50
pasir ris,pasir ris west,60-64,m,830
punggol,matilda,60-64,m,450
punggol,northshore,60-64,m,10
punggol,punggol field,60-64,m,870
punggol,punggol town centre,60-64,m,70
punggol,waterway east,60-64,m,430
queenstown,commonwealth,60-64,m,250
queenstown,dover,60-64,m,340
queenstown,ghim moh,60-64,m,320
queenstown,holland drive,60-64,m,380
queenstown,kent ridge,60-64,m,30
queenstown,margaret drive,60-64,m,250
queenstown,mei chin,60-64,m,570
queenstown,one north,60-64,m,10
queenstown,pasir panjang 1,60-64,m,130
queenstown,pasir panjang 2,60-64,m,180
queenstown,queensway,60-64,m,10
queenstown,tanglin halt,60-64,m,370
river valley,institution hill,60-64,m,80
river valley,leonie hill,60-64,m,70
river valley,one tree hill,60-64,m,60
river valley,oxley,60-64,m,40
rochor,bencoolen,60-64,m,50
rochor,farrer park,60-64,m,110
rochor,kampong glam,60-64,m,10
rochor,little india,60-64,m,150
rochor,mount emily,60-64,m,30
rochor,selegie,60-64,m,10
rochor,sungei road,60-64,m,80
rochor,victoria,60-64,m,80
seletar,seletar,60-64,m,10
sembawang,admiralty,60-64,m,260
sembawang,sembawang central,60-64,m,750
sembawang,sembawang north,60-64,m,590
sembawang,sembawang springs,60-64,m,110
sembawang,sembawang straits,60-64,m,40
sengkang,anchorvale,60-64,m,740
sengkang,compassvale,60-64,m,320
sengkang,fernvale,60-64,m,580
sengkang,rivervale,60-64,m,1640
sengkang,sengkang town centre,60-64,m,1340
serangoon,lorong chuan,60-64,m,240
serangoon,seletar hills,60-64,m,510
serangoon,serangoon central,60-64,m,1080
serangoon,serangoon garden,60-64,m,1550
serangoon,serangoon north,60-64,m,560
serangoon,upper paya lebar,60-64,m,600
singapore river,boat quay,60-64,m,10
singapore river,robertson quay,60-64,m,40
southern islands,sentosa,60-64,m,40
sungei kadut,gali batu,60-64,m,10
sungei kadut,turf club,60-64,m,20
tampines,simei,60-64,m,1330
tampines,tampines east,60-64,m,4800
tampines,tampines west,60-64,m,2660
tampines,xilin,60-64,m,60
tanglin,chatsworth,60-64,m,140
tanglin,nassim,60-64,m,250
tanglin,ridout,60-64,m,40
tanglin,tyersall,60-64,m,110
toa payoh,boon teck,60-64,m,540
toa payoh,braddell,60-64,m,360
toa payoh,joo seng,60-64,m,230
toa payoh,kim keat,60-64,m,300
toa payoh,lorong 8 toa payoh,60-64,m,270
toa payoh,pei chun,60-64,m,370
toa payoh,potong pasir,60-64,m,530
toa payoh,sennett,60-64,m,160
toa payoh,toa payoh central,60-64,m,780
toa payoh,toa payoh west,60-64,m,390
toa payoh,woodleigh,60-64,m,80
western water catchment,western water catchment,60-64,m,20
woodlands,midview,60-64,m,810
woodlands,north coast,60-64,m,480
woodlands,woodgrove,60-64,m,860
woodlands,woodlands east,60-64,m,2020
woodlands,woodlands south,60-64,m,830
woodlands,woodlands west,60-64,m,1100
yishun,khatib,60-64,m,380
yishun,lower seletar,60-64,m,40
yishun,nee soon,60-64,m,30
yishun,northland,60-64,m,960
yishun,springleaf,60-64,m,150
yishun,yishun central,60-64,m,60
yishun,yishun east,60-64,m,1310
yishun,yishun south,60-64,m,1330
yishun,yishun west,60-64,m,1990
ang mo kio,ang mo kio town centre,65-69,m,120
ang mo kio,cheng san,65-69,m,940
ang mo kio,chong boon,65-69,m,900
ang mo kio,kebun bahru,65-69,m,740
ang mo kio,sembawang hills,65-69,m,190
ang mo kio,shangri-la,65-69,m,500
ang mo kio,tagore,65-69,m,210
ang mo kio,townsville,65-69,m,720
ang mo kio,yio chu kang east,65-69,m,120
ang mo kio,yio chu kang west,65-69,m,800
bedok,bayshore,65-69,m,150
bedok,bedok north,65-69,m,2540
bedok,bedok reservoir,65-69,m,590
bedok,bedok south,65-69,m,1490
bedok,frankel,65-69,m,870
bedok,kaki bukit,65-69,m,1150
bedok,kembangan,65-69,m,1140
bedok,siglap,65-69,m,240
bishan,bishan east,65-69,m,780
bishan,marymount,65-69,m,690
bishan,upper thomson,65-69,m,870
bukit batok,bukit batok central,65-69,m,600
bukit batok,bukit batok east,65-69,m,340
bukit batok,bukit batok south,65-69,m,240
bukit batok,bukit batok west,65-69,m,360
bukit batok,gombak,65-69,m,220
bukit batok,guilin,65-69,m,240
bukit batok,hillview,65-69,m,390
bukit batok,hong kah north,65-69,m,620
bukit merah,alexandra hill,65-69,m,550
bukit merah,alexandra north,65-69,m,10
bukit merah,bukit ho swee,65-69,m,510
bukit merah,bukit merah,65-69,m,40
bukit merah,depot road,65-69,m,130
bukit merah,everton park,65-69,m,270
bukit merah,henderson hill,65-69,m,400
bukit merah,kampong tiong bahru,65-69,m,370
bukit merah,maritime square,65-69,m,40
bukit merah,redhill,65-69,m,270
bukit merah,telok blangah drive,65-69,m,500
bukit merah,telok blangah rise,65-69,m,490
bukit merah,telok blangah way,65-69,m,330
bukit merah,tiong bahru,65-69,m,320
bukit merah,tiong bahru station,65-69,m,370
bukit panjang,bangkit,65-69,m,520
bukit panjang,dairy farm,65-69,m,120
bukit panjang,fajar,65-69,m,460
bukit panjang,jelebu,65-69,m,700
bukit panjang,nature reserve,65-69,m,80
bukit panjang,saujana,65-69,m,420
bukit panjang,senja,65-69,m,330
bukit timah,anak bukit,65-69,m,560
bukit timah,coronation road,65-69,m,150
bukit timah,farrer court,65-69,m,120
bukit timah,hillcrest,65-69,m,210
bukit timah,holland road,65-69,m,210
bukit timah,leedon park,65-69,m,200
bukit timah,swiss club,65-69,m,130
bukit timah,ulu pandan,65-69,m,350
changi,changi point,65-69,m,30
changi,changi west,65-69,m,20
choa chu kang,choa chu kang central,65-69,m,340
choa chu kang,choa chu kang north,65-69,m,450
choa chu kang,keat hong,65-69,m,270
choa chu kang,peng siang,65-69,m,600
choa chu kang,teck whye,65-69,m,600
choa chu kang,yew tee,65-69,m,580
clementi,clementi central,65-69,m,400
clementi,clementi north,65-69,m,1010
clementi,clementi west,65-69,m,490
clementi,clementi woods,65-69,m,520
clementi,faber,65-69,m,100
clementi,sunset way,65-69,m,230
clementi,west coast,65-69,m,150
downtown core,bugis,65-69,m,100
downtown core,tanjong pagar,65-69,m,10
geylang,aljunied,65-69,m,1120
geylang,geylang east,65-69,m,980
geylang,kampong ubi,65-69,m,310
geylang,macpherson,65-69,m,730
hougang,hougang central,65-69,m,110
hougang,hougang east,65-69,m,450
hougang,hougang west,65-69,m,1290
hougang,kangkar,65-69,m,630
hougang,kovan,65-69,m,650
hougang,lorong ah soo,65-69,m,930
hougang,tai seng,65-69,m,370
hougang,trafalgar,65-69,m,1000
jurong east,lakeside,65-69,m,40
jurong east,teban gardens,65-69,m,620
jurong east,toh guan,65-69,m,350
jurong east,yuhua east,65-69,m,800
jurong east,yuhua west,65-69,m,580
jurong west,boon lay place,65-69,m,670
jurong west,hong kah,65-69,m,1560
jurong west,jurong west central,65-69,m,1160
jurong west,taman jurong,65-69,m,740
jurong west,wenya,65-69,m,110
jurong west,yunnan,65-69,m,1380
kallang,bendemeer,65-69,m,950
kallang,boon keng,65-69,m,300
kallang,crawford,65-69,m,470
kallang,geylang bahru,65-69,m,370
kallang,kampong bugis,65-69,m,30
kallang,kampong java,65-69,m,340
kallang,lavender,65-69,m,370
kallang,tanjong rhu,65-69,m,210
mandai,mandai estate,65-69,m,40
marine parade,katong,65-69,m,210
marine parade,marine parade,65-69,m,750
marine parade,mountbatten,65-69,m,290
museum,fort canning,65-69,m,10
newton,cairnhill,65-69,m,90
newton,goodwood park,65-69,m,20
newton,monk's hill,65-69,m,20
newton,orange grove,65-69,m,60
novena,balestier,65-69,m,830
novena,dunearn,65-69,m,100
novena,malcolm,65-69,m,70
novena,moulmein,65-69,m,140
novena,mount pleasant,65-69,m,20
orchard,boulevard,65-69,m,10
orchard,somerset,65-69,m,10
orchard,tanglin,65-69,m,10
outram,china square,65-69,m,70
outram,chinatown,65-69,m,280
outram,pearl's hill,65-69,m,390
outram,people's park,65-69,m,10
pasir ris,flora drive,65-69,m,230
pasir ris,loyang east,65-69,m,50
pasir ris,loyang west,65-69,m,10
pasir ris,pasir ris central,65-69,m,380
pasir ris,pasir ris drive,65-69,m,1050
pasir ris,pasir ris park,65-69,m,20
pasir ris,pasir ris west,65-69,m,470
punggol,matilda,65-69,m,360
punggol,northshore,65-69,m,10
punggol,punggol field,65-69,m,670
punggol,punggol town centre,65-69,m,70
punggol,waterway east,65-69,m,320
queenstown,commonwealth,65-69,m,200
queenstown,dover,65-69,m,310
queenstown,ghim moh,65-69,m,340
queenstown,holland drive,65-69,m,440
queenstown,kent ridge,65-69,m,40
queenstown,margaret drive,65-69,m,260
queenstown,mei chin,65-69,m,410
queenstown,one north,65-69,m,10
queenstown,pasir panjang 1,65-69,m,100
queenstown,pasir panjang 2,65-69,m,110
queenstown,port,65-69,m,10
queenstown,queensway,65-69,m,10
queenstown,tanglin halt,65-69,m,340
river valley,institution hill,65-69,m,70
river valley,leonie hill,65-69,m,60
river valley,one tree hill,65-69,m,50
river valley,oxley,65-69,m,50
rochor,bencoolen,65-69,m,40
rochor,farrer park,65-69,m,70
rochor,little india,65-69,m,130
rochor,mount emily,65-69,m,20
rochor,selegie,65-69,m,10
rochor,sungei road,65-69,m,80
rochor,victoria,65-69,m,70
sembawang,admiralty,65-69,m,190
sembawang,sembawang central,65-69,m,380
sembawang,sembawang north,65-69,m,360
sembawang,sembawang springs,65-69,m,100
sembawang,sembawang straits,65-69,m,40
sengkang,anchorvale,65-69,m,530
sengkang,compassvale,65-69,m,210
sengkang,fernvale,65-69,m,460
sengkang,rivervale,65-69,m,1070
sengkang,sengkang town centre,65-69,m,820
serangoon,lorong chuan,65-69,m,180
serangoon,seletar hills,65-69,m,400
serangoon,serangoon central,65-69,m,760
